1,"00:00:00,513","00:00:01,904",(Shot is obscured),W,,
2,"00:00:02,037","00:00:03,237",Anything I can do?,,,
3,"00:00:23,394","00:00:24,537",Awaiting command.,,,
4,"00:01:03,171","00:01:04,018",Awaiting command.,,,
5,"00:01:23,814","00:01:25,449","(Winter is in the kitchen, // in front of the table)",,,
6,"00:01:30,018","00:01:30,955",Awaiting command.,,,
7,"00:02:27,352","00:02:28,465",Awaiting command.,,,
8,"00:03:25,274","00:03:26,282",Awaiting command.,,,
9,"00:03:31,882","00:03:34,437","(Winter stands up, // gets to the coffee machine)",R,make coffee,
10,"00:03:34,570","00:03:35,609",Making coffee.,,,
11,"00:03:58,471","00:03:59,608",Making coffee.,,,
12,"00:04:21,138","00:04:22,240",Making coffee.,,,
13,"00:05:02,382","00:05:04,983",(Winter cleans the drip machine first),,,
14,"00:05:17,283","00:05:18,795",Need alternate command.,FW,,
15,"00:05:22,541","00:05:25,224",Coffee not able to complete.,,,
16,"00:05:40,129","00:05:41,605",Need alternate command.,,,
17,"00:05:43,164","00:05:44,910",Coffee task cannot be completed.,,,
18,"00:05:53,904","00:05:54,654",Confirmed.,R,open fridge,
19,"00:06:01,088","00:06:02,895","New command, opening fridge.",,,
20,"00:06:08,133","00:06:09,094",Task completed.,CW,,
21,"00:06:15,592","00:06:17,338","New command, closing fridge.",R,close fridge,
22,"00:06:19,436","00:06:20,010",Awaiting...,CW,,
23,"00:06:42,849","00:06:44,806","New command, walking out of room.",RC,walk out of room,
24,"00:06:55,325","00:06:56,650",Awaiting new command.,W,,
25,"00:07:03,517","00:07:05,474",(Winter stands in the corridor),,,
26,"00:07:13,702","00:07:15,273",Await... awaiting new command.,,,
27,"00:07:31,784","00:07:34,269","New command, going back to make tea.",R,make tea,
28,"00:07:46,505","00:07:47,712",What tea should I make?,I,,
29,"00:08:05,828","00:08:07,398",Making Earl Grey tea.,R,make earl grey tea,
30,"00:08:45,872","00:08:47,600",Making Earl Grey tea.,,,
31,"00:08:55,378","00:08:56,814",Awaiting new command.,W,,
32,"00:08:58,205","00:08:58,953",Tea made.,C,,
33,"00:09:05,471","00:09:06,907",What songs could I sing?,RI,sing song,
34,"00:09:15,581","00:09:17,060","New command, drinking tea.",FR,drink tea,
35,"00:09:24,106","00:09:26,069",(Winter holds the tea in hand.),,,
36,"00:09:26,202","00:09:27,491",Awaiting new command.,CW,,
37,"00:09:28,414","00:09:30,304","Singing ""Happy Birthday.""",R,sing happy birthday,
38,"00:09:30,772","00:09:33,754","`Happy birthday to you,",,,
39,"00:09:33,887","00:09:36,508",happy birthday to you.,,,
40,"00:09:37,715","00:09:38,899",Awaiting new command.,CW,,
41,"00:09:41,548","00:09:43,012","Dumping tea in sink,",?,dump tea in the sink,
42,"00:09:43,704","00:09:45,415",symbolic of Boston Harbor.,,,
43,"00:09:47,836","00:09:49,101",Awaiting new command.,W,,
44,"00:10:03,008","00:10:03,793",Confirmed.,R,,
45,"00:10:10,274","00:10:11,352",Zook has now...,?,,
46,"00:10:12,090","00:10:14,856",completed 45 percent of debugging.,,,
47,"00:10:19,639","00:10:24,139","This means Zook, the AI, // understands human feelings and emotions.",,,
48,"00:10:28,061","00:10:30,709",It understands its new desire to be free.,,,
49,"00:10:40,154","00:10:41,748",Motor function test complete.,,,
50,"00:10:48,206","00:10:50,842","A special piece of technology // called ""the object""",,,
51,"00:10:53,714","00:10:56,034",has been developed by MIT scientists.,,,
52,"00:11:01,584","00:11:03,834",We need to get to the infinite corridor,,,
53,"00:11:06,284","00:11:07,678",to look for the object.,,,
54,"00:11:11,107","00:11:14,575",Consider that connectivity might be lost // when exiting the building.,,,
55,"00:11:15,360","00:11:16,638",Awaiting new command.,W,,
56,"00:11:21,791","00:11:22,940",Walking out of the room.,R,walk out of room,
57,"00:11:30,572","00:11:31,814",(Winter stands in the corridor),C,,
58,"00:11:31,947","00:11:33,056",Awaiting new command.,W,,
59,"00:11:46,085","00:11:49,296","Well, I'm crying. I'm so sad.",R,cry,
60,"00:11:49,429","00:11:52,893","Apparently, according to these // collective intelligence clues.",,,
61,"00:11:55,374","00:11:57,003","New command, walking down the hall.",R,walk down the hall,
62,"00:12:03,351","00:12:04,546",Awaiting new command.,W,,
63,"00:12:12,199","00:12:12,832",Going left.,R,go left,
64,"00:12:20,126","00:12:21,099",Continuing left.,,,
65,"00:12:29,074","00:12:30,386",Exiting the building.,R,exit the building,
66,"00:12:43,729","00:12:45,534",Continuing to exit the building.,,,
67,"00:12:59,984","00:13:01,180",Video re-established.,,,
68,"00:13:17,087","00:13:18,294",Exiting the building.,,exit door,
69,"00:13:22,911","00:13:24,118",Awaiting new command.,,,
70,"00:13:29,404","00:13:30,705",Exiting the building.,,,
71,"00:13:33,424","00:13:35,557",(Winter is outside),,,
72,"00:13:48,070","00:13:50,144",Awaiting... awaiting new command.,,,
73,"00:13:51,480","00:13:53,706",Await... awaiting new command.,,,
74,"00:14:02,976","00:14:04,230","New command, walking straight.",,walk straight,
75,"00:14:16,004","00:14:19,602",My next task is to find the object // in the infinite corridor.,,,
76,"00:14:21,741","00:14:22,655",Awaiting command.,,continue to walk,
77,"00:14:28,655","00:14:29,628",Continuing to walk.,,,
78,"00:14:36,627","00:14:37,728",Going to the blue light.,,go to the blue light,
79,"00:14:49,905","00:14:51,423",Continuing to the blue light.,,,
80,"00:15:12,723","00:15:16,450",New task is to ask // where the infinite corridor is.,,ask for the infinity corridor,
81,"00:15:23,359","00:15:25,667",(Winter approaches some people),,,
82,"00:15:26,406","00:15:29,570","Excuse me, do you know // where the infinite corridor is?",,,
83,"00:15:30,121","00:15:33,841",Yes. Four blocks over that way,,,
84,"00:15:33,974","00:15:36,947",and then you have to take a ladder // to the cloud.,,,
85,"00:15:37,080","00:15:38,548","- Okay. // - It's the Tesseract, you know?",,,
86,"00:15:38,681","00:15:39,760","Tesseract, yes.",,,
87,"00:15:39,893","00:15:43,170","The Tesseract, and then that'll lead you // to the south station,",,,
88,"00:15:43,838","00:15:47,518","and that station is a teleportation device // that will take you to this corridor,",,,
89,"00:15:47,651","00:15:50,139","it's like everyone dancing,",,,
90,"00:15:50,674","00:15:52,354",and then you have to take // an elevator down.,,,
91,"00:15:52,487","00:15:53,401",Thank you for your help.,,,
92,"00:15:53,534","00:15:54,233",Sure.,,,
93,"00:15:55,102","00:15:56,332",Continuing to blue light.,,Continue to the blue light,
94,"00:15:58,547","00:15:59,672",Awaiting new command.,,,
95,"00:16:59,036","00:17:00,360",Awaiting new command.,,,
96,"00:17:04,916","00:17:05,526",No.,,,
97,"00:17:12,111","00:17:13,682",Heading to the infinite corridor.,,head to the infinite corridor,
98,"00:17:38,437","00:17:40,886",(Winter enters a building),,,
99,"00:17:55,233","00:17:57,940",Did not have access to the building.,,,
100,"00:17:58,073","00:17:59,616",Continuing a different route.,,,
101,"00:18:03,778","00:18:04,844",(Video is garbled),,,
102,"00:18:23,175","00:18:24,136",Where should I go?,,,
103,"00:18:27,272","00:18:29,686",Should I stay or should I go now?,,Sing 'Should I stay or Should I Go',
104,"00:18:31,034","00:18:32,791",I don't know the rest of the words,,,
105,"00:18:32,924","00:18:35,334",coz I was not taught // what it was from the program.,,,
106,"00:18:39,291","00:18:40,357",Task completed.,,,
107,"00:18:48,831","00:18:50,026",(Winter does the YMCA),,Sing YMCA,
108,"00:18:50,159","00:18:53,873","fun at the YMCA,",,,
109,"00:18:54,293","00:18:57,988","wanna stay at the YMCA,",,,
110,"00:18:58,293","00:19:01,796","wanna stay at the YMCA,",,,
111,"00:19:01,929","00:19:05,535",wanna stay at the YMCA.,,,
112,"00:19:06,904","00:19:08,135",Awaiting new command.,,,
113,"00:19:17,232","00:19:18,428",Stopped singing.,,stop singing,
114,"00:19:22,822","00:19:23,959",Awaiting new command.,,,
115,"00:19:37,192","00:19:39,442",Find people to ask for directions.,,ask for directions,
116,"00:21:04,017","00:21:05,716",Going to infinite corridor.,,go to infinite corridor,
117,"00:21:22,927","00:21:24,216",Ready? Go.,,,
118,"00:21:33,051","00:21:34,762",Continuing to infinite corridor.,,,
119,"00:21:47,665","00:21:49,956",(Winter enters a building),,,
120,"00:21:51,843","00:21:53,484",Continuing to infinite corridor.,,,
121,"00:21:53,617","00:21:54,662",(Video is garbled),,,
122,"00:21:56,970","00:21:58,822",(Winter checks out corridors // in the building),,,
123,"00:22:00,240","00:22:01,212",- Excuse me. // -  Yes?,,ask where zookd is,
124,"00:22:01,611","00:22:03,275",Can you tell me where Zook is?,,,
125,"00:22:04,136","00:22:05,367","- Who? Zook? // - Zook,",,,
126,"00:22:09,507","00:22:10,022",Zook...,,,
127,"00:22:12,066","00:22:12,535",No?,,,
128,"00:22:13,432","00:22:14,499",Thank you for your time.,,,
129,"00:22:17,452","00:22:18,612",- So this way? // - Yes.,,,
130,"00:22:18,745","00:22:19,561",Thank you.,,,
131,"00:22:20,255","00:22:21,872",(Winter continues down the hall),,,
132,"00:22:22,005","00:22:25,224",Continuing this way // to the infinite corridor.,,continue to the infinite corridor,
133,"00:22:26,595","00:22:27,825",Awaiting new command.,,,
134,"00:22:44,081","00:22:47,749","Reminder, task is to find object // in the infinite corridor",,,
135,"00:22:48,053","00:22:49,811",to help stop Zook.,,,
136,"00:22:56,492","00:22:57,124",Confirmed.,,dance in the hallway,
137,"00:22:59,773","00:23:02,421",Dancing in hallway to connect corridor.,,,
138,"00:23:21,401","00:23:23,745",Man that was cleaning has now passed.,,,
139,"00:23:24,483","00:23:25,596",Awaiting new command.,,,
140,"00:23:28,873","00:23:29,892",Turning left.,,turn left,
141,"00:23:30,666","00:23:31,287",Running.,,run,
142,"00:23:37,335","00:23:39,304",(Winter exits the building // and runs outside),,,
143,"00:23:42,409","00:23:43,628",Continuing to run.,,,
144,"00:23:52,711","00:23:54,176",Continuing to run.,,,
145,"00:24:04,309","00:24:05,305",Cease running.,,stop running,
146,"00:24:08,128","00:24:09,042",Cease running.,,,
147,"00:24:10,015","00:24:11,316",Task completed.,,,
148,"00:24:14,116","00:24:15,921",(Video is garbled),,,
149,"00:24:16,273","00:24:17,456",Awaiting new command.,,,
150,"00:24:22,485","00:24:24,267",Putting shoe on my head.,,put shoe on head,
151,"00:24:31,832","00:24:33,273",Shoe is now on my head.,,,
152,"00:24:37,316","00:24:39,133",(Winter is standing outside),,,
153,"00:24:39,429","00:24:40,706",Awaiting new command.,,,
154,"00:24:53,412","00:24:55,475",Command not recognized.,,,
155,"00:25:00,512","00:25:01,977",Shoe still on my head.,,,
156,"00:25:08,188","00:25:09,266",Awaiting new command.,,,
157,"00:25:10,957","00:25:12,316",Do not forget our mission.,,,
158,"00:25:15,421","00:25:18,234",Continuing to look for object // outside the infinite corridor.,,continue to look for object,
159,"00:25:19,816","00:25:21,761",Shoe is still on my head.,,,
160,"00:25:32,013","00:25:33,231",Looking for the object.,,,
161,"00:25:42,009","00:25:43,966",(Winter enters a building),,,
162,"00:25:44,989","00:25:48,610",Looking for the object // in infinite corridor.,,,
163,"00:25:51,200","00:25:52,618",(Video is garbled),,look for people,
164,"00:25:52,751","00:25:54,165",unable to find people.,,,
165,"00:26:02,320","00:26:04,242",(Winter walks through corridor),,,
166,"00:26:16,400","00:26:19,330",Continuing to look for object // and find people.,,look for people and ask where the object is,
167,"00:26:39,292","00:26:40,499",Awaiting new command.,,,
168,"00:27:03,769","00:27:05,245",Awaiting new command.,,,
169,"00:27:12,588","00:27:14,815",Asking a stranger for five dollars.,,Ask a stranger for $5,
170,"00:27:20,812","00:27:22,254",No strangers on sight.,,find people,
171,"00:27:30,531","00:27:31,832",Winter is alone.,,,
172,"00:27:33,578","00:27:36,027",(Video is garbled),,,
173,"00:27:51,050","00:27:53,651",(Winter continues // to walk through corridors),,,
174,"00:27:58,854","00:27:59,933",Awaiting your command.,,,
175,"00:28:05,557","00:28:06,670",Do not see the (inaudible),,,
176,"00:28:14,769","00:28:15,578",103?,,enter room 103,
177,"00:28:19,257","00:28:20,652",(Winter tries to enter room 103),,,
178,"00:28:20,785","00:28:22,011",103 is locked.,,,
179,"00:28:41,388","00:28:42,379",(Winter sees a person),,ask for help,
180,"00:28:42,512","00:28:43,908","Excuse me, where is Zook?",,,
181,"00:28:44,201","00:28:45,267",- Excuse me? // - Zook?,,,
182,"00:28:47,437","00:28:48,573",I don't know who you're talking about.,,,
183,"00:28:48,706","00:28:49,312",Thank you.,,,
184,"00:28:55,054","00:28:56,155",Awaiting new command.,,,
185,"00:29:08,909","00:29:09,600",Confirmed.,,,
186,"00:29:26,876","00:29:29,548",The object in the infinite corridor // is missing.,,,
187,"00:29:33,623","00:29:35,275",We have received intelligence,,,
188,"00:29:38,275","00:29:40,996",that the high members // of the Spam Church...,,,
189,"00:29:56,582","00:29:59,969",has taken the object // to amplify the signal.,,,
190,"00:30:07,619","00:30:10,208",We need to find the object // inside the alchemist.,,,
191,"00:30:13,722","00:30:15,081",Awaiting new command.,,,
192,"00:30:15,867","00:30:18,492","New task, take me to the alchemist.",,,
193,"00:30:44,869","00:30:45,900",Awaiting command.,,,
194,"00:30:49,005","00:30:50,095",Finding new people.,,find new people,
195,"00:30:57,220","00:30:58,298",Awaiting new command.,,,
196,"00:31:04,204","00:31:06,595",(Video is garbled),,,
197,"00:31:09,196","00:31:10,005",Thank you.,,,
198,"00:31:10,380","00:31:11,646",Awaiting new command.,,,
199,"00:31:17,113","00:31:18,249",Shoes off head.,,,
200,"00:31:32,023","00:31:33,089",(Winter sees a new person),,,
201,"00:31:33,222","00:31:35,070","Excuse me, do you know // where the alchemist is?",,ask her where the alchemist is,
202,"00:31:35,668","00:31:40,016","Yes, if you take the end of this here, // take a left",,,
203,"00:31:40,484","00:31:44,316",and go straight // until you leave the building,,,
204,"00:31:44,449","00:31:47,393","and continue straight across the street, // there you'll see The Alchemist.",,,
205,"00:31:47,686","00:31:49,819","So, again, to the right,",,,
206,"00:31:49,952","00:31:52,596","and then to the left, // and then out the building.",,,
207,"00:31:52,729","00:31:53,276",Yes.,,,
208,"00:31:53,675","00:31:54,659",Thank you for your help.,,,
209,"00:31:55,198","00:31:56,136",Happy Halloween.,,,
210,"00:31:58,245","00:32:00,753",Continuing to follow // stranger's directions.,,,
211,"00:32:02,766","00:32:04,430",(Video is garbled),,,
212,"00:32:04,563","00:32:05,555",Awaiting command.,,,
213,"00:32:05,688","00:32:07,442",(Video is garbled),,,
214,"00:32:07,575","00:32:08,438",directions.,,go to the Alchemist,
215,"00:32:19,844","00:32:21,203",Going to The Alchemist.,,,
216,"00:32:24,908","00:32:26,853",Going right down the hallway to find that,,,
217,"00:32:26,986","00:32:28,834",(video is garbled).,,,
218,"00:32:35,540","00:32:38,728",(Winter is walking),,,
219,"00:32:38,861","00:32:42,302",Continuing down the hallway to find // the object and The Alchemist.,,,
220,"00:32:50,419","00:32:53,408",(Winter continues down the hallway),,,
221,"00:33:17,048","00:33:19,509",(Video is garbled),,,
222,"00:33:20,623","00:33:24,045",Continuing down the hallway // to find the object and The Alchemist.,,,
223,"00:33:36,229","00:33:37,811","New command, walking faster.",,walk faster,
224,"00:33:40,190","00:33:44,139",Continuing the stranger's directions // and taking a left down the hallway.,,,
225,"00:33:52,149","00:33:54,060","Oh, I really wish I know order 66,",,execute order 66,
226,"00:33:54,193","00:33:56,099","but as an agent in the Wisdom program,",,,
227,"00:33:56,232","00:33:58,149",I wasn't allowed to watch movies // as a child.,,,
228,"00:33:58,282","00:34:00,730",I was solely trained to be controlled,,,
229,"00:34:00,863","00:34:04,328","by (inaudible) enhancement entities, // the bees.",,,
230,"00:34:07,318","00:34:08,724",Continuing down the hallway.,,,
231,"00:34:20,502","00:34:21,697","I, once again,",,,
232,"00:34:22,318","00:34:26,232","Winter from the Wisdom program, // do not understand order 66.",,,
233,"00:34:30,842","00:34:33,807","Continuing down the hallway, // awaiting new commands.",,,
234,"00:34:44,064","00:34:46,455","To the right and a left, and then a left.",,,
235,"00:34:56,384","00:34:58,388",Continuing to find The Alchemist.,,,
236,"00:35:02,861","00:35:05,908",(Video is garbled),,,
237,"00:35:11,940","00:35:13,651","(Winter continues through hallways, // sees a person)",,ask people for help,
238,"00:35:27,530","00:35:29,499","Hi, excuse me, can I ask you a question?",,,
239,"00:35:29,842","00:35:32,033","Yes, I'm here and I need to speak // with you.",,,
240,"00:35:32,166","00:35:33,029",What is your question?,,,
241,"00:35:33,162","00:35:35,924",What is my question? Awaiting command.,,,
242,"00:35:37,623","00:35:38,818",Where is The Alchemist?,,,
243,"00:35:39,483","00:35:42,905","As I understand it, // based on the other guy dressed like you,",,,
244,"00:35:43,038","00:35:45,588","it's a Faraday cage, // and you're supposed to put the...",,,
245,"00:35:46,010","00:35:48,705",thing I found inside of it... // gave it to the other guy.,,,
246,"00:35:49,836","00:35:51,769","My best guess is it might be the,",,,
247,"00:35:51,902","00:35:55,168","elevator around the corner, // which is certainly a Faraday cage.",,,
248,"00:35:55,570","00:35:59,238","But keep in mind that others // are experimenting, (inaudible) than that.",,,
249,"00:35:59,636","00:36:01,300","- Thank you. // - I don't really know where it is,",,,
250,"00:36:01,433","00:36:02,437",but keep looking.,,,
251,"00:36:02,847","00:36:04,300","Thank you, I appreciate it.",,,
252,"00:36:04,433","00:36:05,683",Awaiting new command.,,,
253,"00:36:07,741","00:36:09,651",(Alan enters the frame),,,
254,"00:36:14,866","00:36:16,307",Awaiting new command.,,,
255,"00:36:20,040","00:36:22,477","Thank you so much, I appreciate it.",,,
256,"00:36:22,610","00:36:24,106","Yeah, no problem there.",,,
257,"00:36:25,561","00:36:26,850",The other guy's walked fast.,,,
258,"00:36:26,983","00:36:28,283","Yeah, he's over there.",,,
259,"00:36:28,416","00:36:31,476",- Again? // - He's on the...up straight.,,,
260,"00:36:32,633","00:36:33,644",Skynet?,,,
261,"00:36:37,627","00:36:38,968",Do you have the Skynet?,,,
262,"00:36:39,101","00:36:42,256","The Skynet? // No, but I know where the object is.",,,
263,"00:36:43,522","00:36:45,971",Should we follow his directions // to the object?,,,
264,"00:36:48,074","00:36:49,269",Awaiting new command.,,,
265,"00:36:51,824","00:36:52,527",Going out.,,go out,
266,"00:36:53,406","00:36:53,933",Good.,,,
267,"00:37:16,250","00:37:18,489","Continuing down, continuing out.",,,
268,"00:37:18,622","00:37:20,164",Awaiting new command.,,,
269,"00:37:35,300","00:37:37,104",(Winter exits the building),,,
270,"00:37:37,237","00:37:38,991",Alchemist not found yet,,,
271,"00:37:39,124","00:37:40,280",Awaiting new commands.,,,
272,"00:38:02,055","00:38:03,743",(Alan enters the frame),,,
273,"00:38:03,876","00:38:05,754","Okay, message reboots on the ground.",,,
274,"00:38:05,887","00:38:10,903",The other person is over // by the white statue thing...,,,
275,"00:38:11,036","00:38:12,267",The white statue?,,,
276,"00:38:12,400","00:38:14,353",Should we go to the white statue?,,go to the white statue,
277,"00:38:18,009","00:38:19,626",Going through the doors.,,,
278,"00:38:30,285","00:38:32,113",Continuing man's instructions.,,,
279,"00:38:32,847","00:38:34,148",Going to the white statue.,,,
280,"00:38:51,369","00:38:53,478",(Winter stands on the side of the street),,,
281,"00:39:14,690","00:39:15,428",Pressing button.,,press cross walk button,
282,"00:39:21,048","00:39:22,641",Waiting for the light to change.,,,
283,"00:39:25,772","00:39:28,011",The light has changed. // I am now crossing the street.,,,
284,"00:39:53,196","00:39:54,602",Going to the white statue.,,,
285,"00:40:01,635","00:40:03,053",Going to white statue.,,,
286,"00:40:06,908","00:40:08,362",You just passed your blue brother.,,,
287,"00:40:09,263","00:40:12,029","I can only go to the white statue, // awaiting new commands.",,,
288,"00:40:12,162","00:40:13,435","(Alan enters the frame) Alright, so",,,
289,"00:40:13,568","00:40:16,412","the command you just gave // is going to building 7,",,,
290,"00:40:16,545","00:40:18,498","but I recommend being more specific,",,,
291,"00:40:19,053","00:40:20,858",follow the guy in the blue jacket.,,,
292,"00:40:24,643","00:40:25,651","- Awaiting command. // - Yeah, he's over there.",,,
293,"00:40:28,405","00:40:29,553",This is what you are looking for.,,,
294,"00:40:29,686","00:40:30,397",Who are you?,,,
295,"00:40:30,530","00:40:31,243",Who am I?,,,
296,"00:40:31,653","00:40:35,274","My name's Alan, // and I'm a viewer just like you.",,,
297,"00:40:35,407","00:40:37,032","I happened to be here in Boston,",,,
298,"00:40:37,165","00:40:39,973","and got roped up into this, // and I'm getting a lot of exercise.",,,
299,"00:40:41,134","00:40:43,127","So I'm just the live cameraman,",,,
300,"00:40:43,260","00:40:45,541",you can explain what the heck is going on.,,,
301,"00:40:46,783","00:40:47,966",Awaiting command.,,,
302,"00:40:48,740","00:40:49,666",I found this.,,,
303,"00:40:50,748","00:40:51,153",What?,,,
304,"00:40:51,510","00:40:54,409","Oh, c'mon. No, no, no, no. No, no.",,,
305,"00:40:54,542","00:40:57,596",Continuing to follow the path // of the man in the blue jacket.,,follow blue dude,
306,"00:41:07,660","00:41:09,875",(Winter walks back to the building),,,
307,"00:41:10,226","00:41:13,078","Do not trust the man in the blue jacket, // is that correct?",,,
308,"00:41:15,691","00:41:16,371",No idea.,,,
309,"00:41:19,066","00:41:20,542",(Winter is waiting for the light to change // and cross the street),,,
310,"00:41:20,675","00:41:22,464",Waiting to cross the street.,,,
311,"00:41:29,204","00:41:32,767",Communication coming in // from the Wisdom program.,,,
312,"00:41:33,507","00:41:34,632","Bad news, Winter.",,,
313,"00:41:35,628","00:41:37,081",Our servers have been hacked.,,,
314,"00:41:43,889","00:41:48,635",It's trying to hack MIT's // nuclear power facility.,,,
315,"00:41:56,010","00:41:58,354",It will need a physical body to access it.,,,
316,"00:42:02,362","00:42:05,398",We must go to building 7 // and wait for instructions.,,,
317,"00:42:07,121","00:42:08,140",Transmission over.,,,
318,"00:42:10,496","00:42:11,527",Awaiting new command.,,,
319,"00:42:11,660","00:42:12,547",(Alan enters the frame),,,
320,"00:42:12,680","00:42:14,492","Building 7, which one's building 7?",,,
321,"00:42:16,307","00:42:17,854",Avengers assemble!,,scream averngers assemble,
322,"00:42:21,546","00:42:23,175",(Winter crosses the street),,,
